aqi,city,cityid,co,id,iscity,lat,lon,monitortime,no2,o3,o3_8h,pm10,pm25,pollutantlevel,positionname,primarypollutant,scrapytime,so2,stationcode,stationid
62,石嘴山,,0.4,,2,,,2017-08-17 11:00:00,14,141,94,73,40,良,惠农南大街,颗粒物(PM10),,13,,
63,石嘴山,,0.5,,2,,,2017-08-17 11:00:00,18,133,72,75,32,良,红果子镇惠新街,颗粒物(PM10),,12,,
78,十堰,,0.95,,1,,,2017-08-17 11:00:00,30,81,51,78,78,良,十堰,颗粒物(PM2.5),,13,,
58,十堰,,1.0,,2,,,2017-08-17 11:00:00,12,93,89,60,41,良,武当山,细颗粒物(PM2.5),,13,,
89,十堰,,1.2,,2,,,2017-08-17 11:00:00,40,88,47,85,66,良,滨河新村,细颗粒物(PM2.5),,13,,
98,十堰,,1.0,,2,,,2017-08-17 11:00:00,44,77,35,106,73,良,刘家沟,细颗粒物(PM2.5),,16,,
68,十堰,,0.6,,2,,,2017-08-17 11:00:00,26,69,36,61,49,良,铁二处,细颗粒物(PM2.5),,12,,
77,石家庄,,0.83,,1,,,2017-08-17 11:00:00,22,73,61,94,77,良,石家庄,颗粒物(PM2.5),,7,,
_,石家庄,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,—,化工学校,—,,_,,
77,石家庄,,1.0,,2,,,2017-08-17 11:00:00,31,83,70,104,50,良,职工医院,颗粒物(PM10),,3,,
102,石家庄,,0.8,,2,,,2017-08-17 11:00:00,21,80,65,117,76,轻度污染,高新区,细颗粒物(PM2.5),,16,,
77,石家庄,,0.7,,2,,,2017-08-17 11:00:00,15,85,67,76,56,良,西北水源,细颗粒物(PM2.5),,7,,
103,石家庄,,1.4,,2,,,2017-08-17 11:00:00,36,72,63,_,77,轻度污染,西南高教,细颗粒物(PM2.5),,1,,
68,石家庄,,0.6,,2,,,2017-08-17 11:00:00,12,62,56,86,39,良,世纪公园,颗粒物(PM10),,8,,
78,石家庄,,0.5,,2,,,2017-08-17 11:00:00,23,64,50,57,57,良,人民会堂,细颗粒物(PM2.5),,3,,
_,石家庄,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,封龙山,_,,_,,
89,石家庄,,0.8,,2,,,2017-08-17 11:00:00,18,67,59,128,38,良,22中南校区,颗粒物(PM10),,11,,
57,石河子,,1.3,,1,,,2017-08-17 11:00:00,34,53,78,61,57,良,石河子,颗粒物(PM10),,10,,
53,石河子,,1.1,,2,,,2017-08-17 11:00:00,26,61,75,56,20,良,艾青诗歌馆,颗粒物(PM10),,10,,
58,石河子,,1.5,,2,,,2017-08-17 11:00:00,43,46,81,66,17,良,阳光学校,颗粒物(PM10),,11,,
28,深圳,,0.62,,1,,,2017-08-17 11:00:00,31,28,18,27,28,优,深圳,,,12,,
20,深圳,,0.6,,2,,,2017-08-17 11:00:00,29,20,15,20,14,优,荔园,_,,20,,
24,深圳,,0.7,,2,,,2017-08-17 11:00:00,35,36,28,24,16,优,洪湖,_,,20,,
20,深圳,,0.6,,2,,,2017-08-17 11:00:00,29,30,25,20,12,优,华侨城,_,,13,,
42,深圳,,0.7,,2,,,2017-08-17 11:00:00,36,12,12,42,14,优,南油,_,,17,,
22,深圳,,0.8,,2,,,2017-08-17 11:00:00,20,35,28,22,10,优,盐田,_,,6,,
48,深圳,,0.5,,2,,,2017-08-17 11:00:00,38,48,21,48,14,优,龙岗,_,,10,,
21,深圳,,0.7,,2,,,2017-08-17 11:00:00,27,27,15,21,12,优,西乡,_,,12,,
25,深圳,,0.7,,2,,,2017-08-17 11:00:00,22,30,12,_,17,优,南澳,_,,7,,
25,深圳,,0.6,,2,,,2017-08-17 11:00:00,41,36,27,25,14,优,葵涌,_,,11,,
19,深圳,,0.5,,2,,,2017-08-17 11:00:00,33,13,15,19,12,优,梅沙,_,,16,,
38,深圳,,0.4,,2,,,2017-08-17 11:00:00,37,21,7,36,26,优,观澜,_,,10,,
21,沈阳,,0.9,,1,,,2017-08-17 11:00:00,22,40,40,16,21,优,沈阳,,,8,,
15,沈阳,,0.9,,2,,,2017-08-17 11:00:00,19,47,40,14,4,优,小河沿,_,,4,,
23,沈阳,,0.8,,2,,,2017-08-17 11:00:00,40,24,37,18,16,优,太原街,_,,5,,
19,沈阳,,0.8,,2,,,2017-08-17 11:00:00,10,59,48,13,13,优,浑南东路,_,,8,,
15,沈阳,,0.7,,2,,,2017-08-17 11:00:00,24,31,45,15,6,优,新秀街,_,,7,,
_,沈阳,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,—,沧海路,—,,_,,
26,沈阳,,0.9,,2,,,2017-08-17 11:00:00,17,48,34,_,18,优,东陵路,_,,8,,
21,沈阳,,1.0,,2,,,2017-08-17 11:00:00,31,35,35,21,11,优,陵东街,_,,5,,
15,沈阳,,0.6,,2,,,2017-08-17 11:00:00,25,32,42,15,4,优,文化路,_,,2,,
_,沈阳,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,—,南十东路,—,,_,,
19,沈阳,,1.1,,2,,,2017-08-17 11:00:00,27,33,51,19,12,优,京沈街,_,,14,,
13,沈阳,,1.1,,2,,,2017-08-17 11:00:00,13,_,24,13,8,优,森林路,_,,8,,
17,沈阳,,0.7,,2,,,2017-08-17 11:00:00,_,54,55,17,7,优,沈辽西路,_,,19,,
20,沈阳,,1.3,,2,,,2017-08-17 11:00:00,18,42,36,20,13,优,裕农路,_,,11,,
62,邵阳,,0.66,,1,,,2017-08-17 11:00:00,16,49,18,72,62,良,邵阳,颗粒物(PM10),,74,,
55,邵阳,,0.7,,2,,,2017-08-17 11:00:00,11,63,18,60,30,良,市水土所,颗粒物(PM10),,61,,
64,邵阳,,0.6,,2,,,2017-08-17 11:00:00,19,42,16,77,41,良,市一中,颗粒物(PM10),,93,,
74,邵阳,,0.8,,2,,,2017-08-17 11:00:00,23,42,14,97,41,良,市化工厂,颗粒物(PM10),,70,,
65,邵阳,,0.6,,2,,,2017-08-17 11:00:00,17,50,18,53,47,良,市罐头厂,细颗粒物(PM2.5),,66,,
62,邵阳,,0.6,,2,,,2017-08-17 11:00:00,12,50,26,73,36,良,市环保局,颗粒物(PM10),,81,,
70,绍兴,,0.79,,1,,,2017-08-17 11:00:00,12,100,52,88,70,良,绍兴,颗粒物(PM10),,8,,
49,绍兴,,1.2,,2,,,2017-08-17 11:00:00,15,110,51,41,34,优,袍江站,_,,2,,
48,绍兴,,0.7,,2,,,2017-08-17 11:00:00,7,100,44,48,29,优,城东开发委,_,,9,,
136,绍兴,,0.668,,2,,,2017-08-17 11:00:00,_,89,66,221,32,轻度污染,市环保站,颗粒物(PM10),,8,,
50,绍兴,,0.6,,2,,,2017-08-17 11:00:00,15,103,48,45,35,优,树下王站,_,,16,,
64,韶关,,0.88,,1,,,2017-08-17 11:00:00,24,139,54,76,64,良,韶关,颗粒物(PM10),,33,,
63,韶关,,0.8,,2,,,2017-08-17 11:00:00,23,167,76,61,45,良,市八中,细颗粒物(PM2.5),,58,,
58,韶关,,0.7,,2,,,2017-08-17 11:00:00,14,133,50,65,37,良,碧湖山庄,颗粒物(PM10),,26,,
66,韶关,,0.7,,2,,,2017-08-17 11:00:00,18,152,54,82,42,良,园林处,颗粒物(PM10),,33,,
74,韶关,,1.7,,2,,,2017-08-17 11:00:00,42,110,50,97,33,良,韶关学院,颗粒物(PM10),,30,,
45,韶关,,0.5,,2,,,2017-08-17 11:00:00,26,133,43,_,31,优,曲江监测站,_,,21,,
52,汕尾,,0.63,,1,,,2017-08-17 11:00:00,23,46,25,52,52,良,汕尾,颗粒物(PM10),,11,,
32,汕尾,,0.7,,2,,,2017-08-17 11:00:00,22,46,26,32,18,优,市环保局,_,,10,,
59,汕尾,,0.7,,2,,,2017-08-17 11:00:00,25,46,24,67,16,良,市政府,颗粒物(PM10),,11,,
54,汕尾,,0.5,,2,,,2017-08-17 11:00:00,23,46,25,58,21,良,新城中学,颗粒物(PM10),,12,,
62,汕头,,0.88,,1,,,2017-08-17 11:00:00,21,87,38,71,62,良,汕头,颗粒物(PM10),,21,,
80,汕头,,1.4,,2,,,2017-08-17 11:00:00,28,96,45,97,59,良,金平子站,细颗粒物(PM2.5),,18,,
81,汕头,,1.0,,2,,,2017-08-17 11:00:00,33,77,30,111,44,良,龙湖子站,颗粒物(PM10),,18,,
25,汕头,,0.5,,2,,,2017-08-17 11:00:00,6,38,20,25,16,优,濠江子站,_,,9,,
73,汕头,,1.0,,2,,,2017-08-17 11:00:00,27,92,32,77,53,良,澄海子站,细颗粒物(PM2.5),,9,,
60,汕头,,0.7,,2,,,2017-08-17 11:00:00,17,108,54,69,32,良,潮阳子站,颗粒物(PM10),,31,,
51,汕头,,0.7,,2,,,2017-08-17 11:00:00,19,116,50,52,33,良,潮南子站,颗粒物(PM10),,44,,
40,山南地区,,0.45,,1,,,2017-08-16 16:00:00,6,65,79,21,40,优,山南地区,,,4,,
22,山南地区,,0.4,,2,,,2017-08-16 16:00:00,5,70,86,14,4,优,山南监测站,_,,4,,
29,山南地区,,0.5,,2,,,2017-08-16 16:00:00,8,60,73,29,6,优,山南人民医院,_,,4,,
25,山南,,0.5,,1,,,2017-08-17 11:00:00,3,49,32,24,25,优,山南,,,5,,
17,山南,,0.5,,2,,,2017-08-17 11:00:00,2,54,30,_,_,优,山南监测站,_,,5,,
24,山南,,0.5,,2,,,2017-08-17 11:00:00,5,44,35,24,10,优,山南人民医院,_,,6,,
56,上饶,,1.0,,1,,,2017-08-17 11:00:00,13,70,25,60,56,良,上饶,颗粒物(PM10),,43,,
43,上饶,,1.3,,2,,,2017-08-17 11:00:00,2,76,27,43,30,优,百草园,_,,42,,
55,上饶,,0.9,,2,,,2017-08-17 11:00:00,3,73,23,60,32,良,市监测站,颗粒物(PM10),,_,,
58,上饶,,0.7,,2,,,2017-08-17 11:00:00,25,73,29,63,41,良,凤凰光学,细颗粒物(PM2.5),,48,,
63,上饶,,1.1,,2,,,2017-08-17 11:00:00,23,60,22,75,45,良,开发区管委会,颗粒物(PM10)细颗粒物(PM2.5),,40,,
65,商丘,,0.7,,1,,,2017-08-17 11:00:00,11,130,74,77,65,良,商丘,颗粒物(PM10),,7,,
41,商丘,,0.9,,2,,,2017-08-17 11:00:00,18,129,70,40,25,优,环境监测站　,_,,9,,
80,商丘,,0.7,,2,,,2017-08-17 11:00:00,7,139,84,110,35,良,粮食局　,颗粒物(PM10),,6,,
70,商丘,,0.7,,2,,,2017-08-17 11:00:00,10,118,69,90,27,良,睢阳区环保局　,颗粒物(PM10),,7,,
59,商丘,,0.5,,2,,,2017-08-17 11:00:00,11,137,76,68,27,良,第三人民医院　,颗粒物(PM10),,8,,
65,商洛,,1.1,,1,,,2017-08-17 11:00:00,17,113,48,77,65,良,商洛,颗粒物(PM10),,61,,
59,商洛,,1.0,,2,,,2017-08-17 11:00:00,17,110,44,67,38,良,监测站,颗粒物(PM10),,40,,
69,商洛,,1.2,,2,,,2017-08-17 11:00:00,17,116,53,87,43,良,东龙山气象局,颗粒物(PM10),,82,,
47,上海,,0.77,,1,,,2017-08-17 11:00:00,45,118,48,46,47,优,上海,,,8,,
51,上海,,1.0,,2,,,2017-08-17 11:00:00,47,104,42,51,29,良,十五厂,颗粒物(PM10),,8,,
46,上海,,0.7,,2,,,2017-08-17 11:00:00,59,115,35,46,10,优,虹口,_,,9,,
43,上海,,0.5,,2,,,2017-08-17 11:00:00,41,134,52,43,30,优,徐汇上师大,_,,8,,
58,上海,,1.0,,2,,,2017-08-17 11:00:00,75,79,41,66,9,良,杨浦四漂,颗粒物(PM10),,8,,
87,上海,,1.1,,2,,,2017-08-17 11:00:00,23,189,68,60,56,良,青浦淀山湖,臭氧1小时,,11,,
42,上海,,0.8,,2,,,2017-08-17 11:00:00,34,112,37,33,29,优,静安监测站,_,,9,,
39,上海,,0.5,,2,,,2017-08-17 11:00:00,38,122,58,28,21,优,浦东川沙,_,,7,,
48,上海,,0.9,,2,,,2017-08-17 11:00:00,58,91,46,48,25,优,浦东新区监测站,_,,10,,
48,上海,,0.7,,2,,,2017-08-17 11:00:00,51,114,56,48,32,优,浦东张江,_,,12,,
42,上海,,0.5,,2,,,2017-08-17 11:00:00,33,126,45,38,29,优,普陀,_,,7,,
23,三亚,,0.6,,1,,,2017-08-17 11:00:00,11,22,19,22,23,优,三亚,,,2,,
13,三亚,,0.6,,2,,,2017-08-17 11:00:00,8,24,20,_,9,优,河东子站,_,,2,,
22,三亚,,_,,2,,,2017-08-17 11:00:00,15,20,19,22,2,优,河西子站,_,,2,,
30,三沙,,0.3,,1,,,2017-01-04 10:00:00,30,51,58,20,30,优,三沙,,,6,,
30,三沙,,0.3,,2,,,2017-01-04 10:00:00,30,51,58,20,7,优,西沙,_,,6,,
53,三明,,1.2,,1,,,2017-08-17 11:00:00,21,95,28,54,53,良,三明,颗粒物(PM10),,20,,
44,三明,,1.1,,2,,,2017-08-17 11:00:00,17,100,31,44,26,优,三钢,_,,11,,
41,三明,,0.7,,2,,,2017-08-17 11:00:00,13,108,36,41,26,优,三明二中,_,,9,,
64,三明,,2.4,,2,,,2017-08-17 11:00:00,44,77,24,78,27,良,三元区政府,颗粒物(PM10),,48,,
32,三明,,0.6,,2,,,2017-08-17 11:00:00,10,_,22,_,22,优,洋溪,_,,15,,
86,三门峡,,0.93,,1,,,2017-08-17 11:00:00,26,135,67,120,86,良,三门峡,颗粒物(PM10),,34,,
86,三门峡,,1.0,,2,,,2017-08-17 11:00:00,23,150,72,122,44,良,市政府,颗粒物(PM10),,25,,
87,三门峡,,0.9,,2,,,2017-08-17 11:00:00,33,124,57,124,55,良,开发区,颗粒物(PM10),,41,,
_,三门峡,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,二  印,_,,_,,
84,三门峡,,0.9,,2,,,2017-08-17 11:00:00,21,148,80,118,53,良,风景区,颗粒物(PM10),,36,,
85,三门峡,,0.9,,2,,,2017-08-17 11:00:00,27,119,61,119,49,良,第一小学,颗粒物(PM10),,_,,
25,乳山,,0.6,,1,,,2017-08-17 11:00:00,26,79,30,15,25,优,乳山,,,5,,
29,乳山,,0.6,,2,,,2017-08-17 11:00:00,27,92,32,12,7,优,乳山市环保局,_,,6,,
21,乳山,,_,,2,,,2017-08-17 11:00:00,26,67,28,18,6,优,乳山市气象局,_,,5,,
26,荣成,,0.45,,1,,,2017-08-17 11:00:00,8,54,50,25,26,优,荣成,,,4,,
19,荣成,,0.5,,2,,,2017-08-17 11:00:00,5,59,53,19,6,优,荣成市环保局办公楼,_,,5,,
31,荣成,,0.4,,2,,,2017-08-17 11:00:00,12,50,48,31,5,优,山东成山轮胎公司,_,,3,,
55,日照,,0.6,,1,,,2017-08-17 11:00:00,14,122,47,58,55,良,日照,颗粒物(PM10),,11,,
54,日照,,0.6,,2,,,2017-08-17 11:00:00,13,129,45,57,34,良,监测站,颗粒物(PM10),,13,,
55,日照,,0.6,,2,,,2017-08-17 11:00:00,12,132,53,59,17,良,市政府广场,颗粒物(PM10),,_,,
35,日照,,0.6,,2,,,2017-08-17 11:00:00,19,106,43,_,24,优,港务局,_,,9,,
29,日喀则地区,,0.35,,1,,,2017-08-16 16:00:00,2,68,56,27,29,优,日喀则地区,,,5,,
22,日喀则地区,,0.4,,2,,,2017-08-16 16:00:00,2,70,58,18,6,优,日喀则监测站,_,,7,,
37,日喀则地区,,0.3,,2,,,2017-08-16 16:00:00,2,67,55,37,7,优,日喀则鸿达公司,_,,4,,
32,日喀则,,0.4,,1,,,2017-08-17 11:00:00,6,65,62,29,32,优,日喀则,,,7,,
21,日喀则,,0.5,,2,,,2017-08-17 11:00:00,5,65,67,21,7,优,日喀则监测站,_,,7,,
37,日喀则,,0.3,,2,,,2017-08-17 11:00:00,7,65,57,37,9,优,日喀则鸿达公司,_,,8,,
40,衢州,,0.57,,1,,,2017-08-17 11:00:00,12,73,31,38,40,优,衢州,,,11,,
34,衢州,,0.5,,2,,,2017-08-17 11:00:00,15,73,25,34,18,优,环保大楼,_,,11,,
49,衢州,,0.5,,2,,,2017-08-17 11:00:00,5,69,43,38,34,优,实验学校,_,,8,,
46,衢州,,0.7,,2,,,2017-08-17 11:00:00,17,79,26,42,32,优,衢州学院,_,,14,,
25,曲靖,,0.85,,1,,,2017-08-17 11:00:00,23,36,23,24,25,优,曲靖,,,12,,
30,曲靖,,0.8,,2,,,2017-08-17 11:00:00,24,34,18,_,21,优,环境监测站,_,,15,,
24,曲靖,,0.9,,2,,,2017-08-17 11:00:00,22,39,28,24,12,优,烟厂办公区,_,,10,,
57,泉州,,0.6,,1,,,2017-08-17 11:00:00,17,125,57,62,57,良,泉州,颗粒物(PM10),,9,,
54,泉州,,0.7,,2,,,2017-08-17 11:00:00,23,127,60,57,37,良,涂山街,颗粒物(PM10),,8,,
56,泉州,,0.5,,2,,,2017-08-17 11:00:00,18,121,53,62,27,良,津头埔,颗粒物(PM10),,9,,
61,泉州,,0.6,,2,,,2017-08-17 11:00:00,15,107,50,71,30,良,万安,颗粒物(PM10),,11,,
56,泉州,,0.6,,2,,,2017-08-17 11:00:00,12,145,67,61,35,良,清源山,颗粒物(PM10),,9,,
66,七台河,,0.47,,1,,,2017-08-17 11:00:00,12,43,25,80,66,良,七台河,颗粒物(PM10),,11,,
84,七台河,,0.4,,2,,,2017-08-17 11:00:00,15,_,18,118,39,良,环保局,颗粒物(PM10),,19,,
72,七台河,,0.4,,2,,,2017-08-17 11:00:00,14,37,28,93,15,良,新建　,颗粒物(PM10),,11,,
30,七台河,,0.6,,2,,,2017-08-17 11:00:00,9,49,30,30,13,优,葫头沟,_,,4,,
48,齐齐哈尔,,0.5,,1,,,2017-08-17 11:00:00,8,67,37,47,48,优,齐齐哈尔,,,8,,
54,齐齐哈尔,,0.7,,2,,,2017-08-17 11:00:00,9,60,29,57,25,良,安居小区,颗粒物(PM10),,6,,
42,齐齐哈尔,,_,,2,,,2017-08-17 11:00:00,5,69,45,42,_,优,中心广场,_,,6,,
48,齐齐哈尔,,0.3,,2,,,2017-08-17 11:00:00,8,64,46,48,15,优,农牧车辆厂,_,,6,,
42,齐齐哈尔,,0.7,,2,,,2017-08-17 11:00:00,12,77,35,42,17,优,富区环保局,_,,15,,
46,齐齐哈尔,,0.3,,2,,,2017-08-17 11:00:00,6,_,33,46,32,优,市环境监测站,_,,9,,
20,钦州,,0.73,,1,,,2017-08-17 11:00:00,14,22,14,19,20,优,钦州,,,9,,
27,钦州,,1.0,,2,,,2017-08-17 11:00:00,17,15,13,27,18,优,市环保站,_,,11,,
26,钦州,,0.7,,2,,,2017-08-17 11:00:00,15,18,12,26,18,优,市农科院,_,,9,,
11,钦州,,0.5,,2,,,2017-08-17 11:00:00,10,34,18,5,5,优,港区一小,_,,8,,
26,秦皇岛,,0.4,,1,,,2017-08-17 11:00:00,17,82,26,25,26,优,秦皇岛,,,11,,
27,秦皇岛,,0.4,,2,,,2017-08-17 11:00:00,17,86,29,19,8,优,北戴河环保局,_,,8,,
25,秦皇岛,,0.4,,2,,,2017-08-17 11:00:00,6,80,26,7,6,优,第一关,_,,4,,
38,秦皇岛,,0.4,,2,,,2017-08-17 11:00:00,17,97,27,_,26,优,监测站,_,,17,,
35,秦皇岛,,0.4,,2,,,2017-08-17 11:00:00,26,74,28,35,7,优,市政府,_,,14,,
40,秦皇岛,,0.4,,2,,,2017-08-17 11:00:00,23,75,23,40,18,优,建设大厦,_,,14,,
46,清远,,0.7,,1,,,2017-08-17 11:00:00,18,75,21,45,46,优,清远,,,17,,
31,清远,,0.7,,2,,,2017-08-17 11:00:00,13,88,26,31,18,优,凤城街办,_,,13,,
_,清远,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,高新区,_,,_,,
35,清远,,0.7,,2,,,2017-08-17 11:00:00,20,70,17,_,24,优,环保大楼,_,,13,,
55,清远,,0.7,,2,,,2017-08-17 11:00:00,23,69,22,60,13,良,技师学院,颗粒物(PM10),,25,,
73,庆阳,,0.87,,1,,,2017-08-17 11:00:00,11,132,126,76,73,良,庆阳,臭氧8小时,,7,,
58,庆阳,,0.8,,2,,,2017-08-17 11:00:00,9,135,127,66,37,良,区环保局,颗粒物(PM10),,4,,
75,庆阳,,0.9,,2,,,2017-08-17 11:00:00,17,142,136,100,38,良,粮贸总公司,颗粒物(PM10),,10,,
57,庆阳,,0.9,,2,,,2017-08-17 11:00:00,8,120,116,64,39,良,市环保局,颗粒物(PM10),,9,,
44,青岛,,0.68,,1,,,2017-08-17 11:00:00,26,102,72,43,44,优,青岛,,,6,,
_,青岛,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,仰口,_,,_,,
41,青岛,,0.4,,2,,,2017-08-17 11:00:00,25,113,85,41,14,优,李沧区子站,_,,3,,
40,青岛,,0.7,,2,,,2017-08-17 11:00:00,22,86,54,40,27,优,市北区子站,_,,5,,
52,青岛,,0.6,,2,,,2017-08-17 11:00:00,25,104,74,54,23,良,市南区东部子站,颗粒物(PM10),,5,,
39,青岛,,0.8,,2,,,2017-08-17 11:00:00,43,87,68,31,27,优,四方区子站,_,,13,,
36,青岛,,0.9,,2,,,2017-08-17 11:00:00,32,111,70,36,20,优,市南区西部子站,_,,8,,
38,青岛,,0.6,,2,,,2017-08-17 11:00:00,17,112,84,38,23,优,崂山区子站,_,,4,,
70,青岛,,0.7,,2,,,2017-08-17 11:00:00,32,85,55,90,39,良,黄岛区子站,颗粒物(PM10),,9,,
38,青岛,,0.7,,2,,,2017-08-17 11:00:00,16,120,93,21,10,优,城阳区子站,_,,6,,
19,黔西南州,,0.75,,1,,,2017-08-17 11:00:00,7,24,19,18,19,优,黔西南州,,,6,,
17,黔西南州,,0.9,,2,,,2017-08-17 11:00:00,8,18,14,17,9,优,场坝街,_,,4,,
19,黔西南州,,0.6,,2,,,2017-08-17 11:00:00,6,30,24,19,9,优,坪东大道,_,,8,,
22,黔南州,,0.4,,1,,,2017-08-17 11:00:00,6,51,43,20,22,优,黔南州,,,5,,
20,黔南州,,0.4,,2,,,2017-08-17 11:00:00,6,51,43,20,7,优,小围寨,_,,5,,
17,黔东南州,,0.9,,1,,,2017-08-17 11:00:00,4,53,23,14,17,优,黔东南州,,,5,,
_,黔东南州,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,市环境监测站,_,,_,,
_,黔东南州,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,—,马坡井小学,—,,_,,
17,黔东南州,,0.9,,2,,,2017-08-17 11:00:00,4,53,23,14,9,优,凯里学院,_,,5,,
64,濮阳,,1.08,,1,,,2017-08-17 11:00:00,13,129,76,75,64,良,濮阳,颗粒物(PM10),,6,,
64,濮阳,,1.0,,2,,,2017-08-17 11:00:00,12,131,77,78,38,良,环保局,颗粒物(PM10),,8,,
_,濮阳,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,紭天威,_,,_,,
66,濮阳,,1.0,,2,,,2017-08-17 11:00:00,14,117,66,82,43,良,油田运输公司,颗粒物(PM10),,4,,
61,濮阳,,1.2,,2,,,2017-08-17 11:00:00,12,136,82,71,35,良,油田物探公司,颗粒物(PM10),,6,,
61,濮阳,,1.1,,2,,,2017-08-17 11:00:00,17,135,79,71,38,良,濮水河管理处,颗粒物(PM10),,9,,
61,莆田,,0.72,,1,,,2017-08-17 11:00:00,20,149,62,69,61,良,莆田,颗粒物(PM10),,13,,
70,莆田,,0.6,,2,,,2017-08-17 11:00:00,22,152,63,89,38,良,荔城区仓后路,颗粒物(PM10),,16,,
85,莆田,,0.8,,2,,,2017-08-17 11:00:00,20,172,73,83,63,良,莆田市监测站,细颗粒物(PM2.5),,18,,
59,莆田,,0.7,,2,,,2017-08-17 11:00:00,19,151,56,67,34,良,涵江区六中,颗粒物(PM10),,9,,
53,莆田,,0.7,,2,,,2017-08-17 11:00:00,18,126,57,56,33,良,秀屿区政府,颗粒物(PM10),,17,,
52,莆田,,0.8,,2,,,2017-08-17 11:00:00,21,147,65,54,21,良,东圳水库,颗粒物(PM10),,8,,
23,普洱,,0.45,,1,,,2017-08-17 11:00:00,6,32,21,20,23,优,普洱,,,4,,
20,普洱,,0.6,,2,,,2017-08-17 11:00:00,8,30,22,20,14,优,市环保局,_,,4,,
26,普洱,,0.3,,2,,,2017-08-17 11:00:00,5,35,21,_,18,优,普洱第二中学,_,,5,,
61,萍乡,,3.7,,1,,,2017-08-17 11:00:00,31,48,22,70,61,良,萍乡,颗粒物(PM10),,40,,
20,萍乡,,0.3,,2,,,2017-08-17 11:00:00,2,64,26,14,4,优,武功山气象站,_,,5,,
67,萍乡,,4.8,,2,,,2017-08-17 11:00:00,44,53,25,84,43,良,中医院,颗粒物(PM10),,48,,
69,萍乡,,4.5,,2,,,2017-08-17 11:00:00,40,44,20,87,43,良,市政府车库,颗粒物(PM10),,59,,
68,萍乡,,6.2,,2,,,2017-08-17 11:00:00,43,38,21,81,49,良,市环保局,细颗粒物(PM2.5),,81,,
68,萍乡,,2.7,,2,,,2017-08-17 11:00:00,29,45,20,85,37,良,安源区政府,颗粒物(PM10),,11,,
57,平凉,,0.6,,1,,,2017-08-17 11:00:00,21,116,49,62,57,良,平凉,颗粒物(PM10),,5,,
53,平凉,,0.6,,2,,,2017-08-17 11:00:00,23,106,49,55,30,良,监测站,颗粒物(PM10),,4,,
60,平凉,,0.6,,2,,,2017-08-17 11:00:00,19,127,50,70,42,良,博物馆,颗粒物(PM10),,6,,
39,平度,,0.4,,1,,,2017-08-17 11:00:00,8,124,77,13,39,优,平度,,,4,,
45,平度,,0.6,,2,,,2017-08-17 11:00:00,4,141,88,_,6,优,1号,_,,5,,
34,平度,,0.2,,2,,,2017-08-17 11:00:00,12,108,67,13,6,优,2号,_,,4,,
60,平顶山,,0.93,,1,,,2017-08-17 11:00:00,7,144,92,67,60,良,平顶山,颗粒物(PM10),,11,,
61,平顶山,,0.9,,2,,,2017-08-17 11:00:00,10,141,87,72,26,良,高压开关厂,颗粒物(PM10),,12,,
58,平顶山,,0.8,,2,,,2017-08-17 11:00:00,5,137,87,66,35,良,新华旅馆,颗粒物(PM10),,15,,
56,平顶山,,1.0,,2,,,2017-08-17 11:00:00,10,153,100,62,37,良,规划设计院,颗粒物(PM10),,8,,
68,平顶山,,1.0,,2,,,2017-08-17 11:00:00,6,145,96,68,49,良,平顶山工学院,细颗粒物(PM2.5),,10,,
42,蓬莱,,0.7,,1,,,2017-08-17 11:00:00,13,90,57,41,42,优,蓬莱,,,4,,
45,蓬莱,,0.7,,2,,,2017-08-17 11:00:00,14,130,81,45,22,优,蓬莱环保局,_,,4,,
37,蓬莱,,0.7,,2,,,2017-08-17 11:00:00,12,50,33,37,21,优,蓬莱博物馆,_,,4,,
64,攀枝花,,1.78,,1,,,2017-08-17 11:00:00,35,33,12,76,64,良,攀枝花,颗粒物(PM10),,24,,
77,攀枝花,,2.9,,2,,,2017-08-17 11:00:00,59,25,11,103,55,良,弄弄坪,颗粒物(PM10),,34,,
52,攀枝花,,1.6,,2,,,2017-08-17 11:00:00,23,33,10,53,34,良,河门口,颗粒物(PM10),,_,,
66,攀枝花,,1.3,,2,,,2017-08-17 11:00:00,33,32,16,82,37,良,炳草岗,颗粒物(PM10),,20,,
59,攀枝花,,1.3,,2,,,2017-08-17 11:00:00,25,44,14,68,31,良,仁和,颗粒物(PM10),,20,,
_,攀枝花,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,四十中小,_,,_,,
39,盘锦,,0.5,,1,,,2017-08-17 11:00:00,13,96,77,17,39,优,盘锦,,,11,,
31,盘锦,,0.5,,2,,,2017-08-17 11:00:00,12,98,78,_,12,优,开发区,_,,15,,
33,盘锦,,0.5,,2,,,2017-08-17 11:00:00,17,105,78,17,7,优,兴隆台,_,,11,,
